id,code,country_id,country_code,state_id,state_code,city_id,locality_name,type,latitude,longitude,source,wikiDataId,created_at,updated_at,flag
101749,01001,4,DZ,1118,01,,Adrar,full,27.97633200,-0.48415700,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101750,01002,4,DZ,1118,01,,Tamest,full,27.42572000,-0.28076700,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101751,01003,4,DZ,1118,01,,Charouine,full,29.01894800,-0.26907900,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101752,01004,4,DZ,1118,01,,Reggane,full,25.47758300,-4.36653300,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101753,01005,4,DZ,1118,01,,In Zghmir,full,25.87115000,-6.25222300,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101754,01006,4,DZ,1118,01,,Tit,full,26.93683800,1.48182400,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101755,01007,4,DZ,1118,01,,Ksar Kaddour,full,29.57980100,0.36435100,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101756,01008,4,DZ,1118,01,,Tsabit,full,28.35335100,-0.22551000,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101757,01009,4,DZ,1118,01,,Timimoun,full,29.25363400,0.21865300,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101758,01010,4,DZ,1118,01,,Ouled Said,full,29.42172900,0.22543400,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101759,01011,4,DZ,1118,01,,Zaouiet Kounta,full,27.22936800,-0.22028500,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101760,01012,4,DZ,1118,01,,Aoulef,full,26.97107300,1.05945100,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101761,01013,4,DZ,1118,01,,Timokten,full,27.02216000,1.02550500,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101762,01014,4,DZ,1118,01,,Tamentit,full,27.76455700,-0.27221200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101763,01015,4,DZ,1118,01,,Fenoughil,full,27.64890100,-0.31559900,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101764,01016,4,DZ,1118,01,,Tinerkouk,full,29.70877700,0.69552900,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101765,01017,4,DZ,1118,01,,Deldoul,full,34.20805100,3.25438300,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101766,01018,4,DZ,1118,01,,Sali,full,26.73703200,-2.85171800,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101767,01019,4,DZ,1118,01,,Akabli,full,26.70570600,1.34483800,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101768,01020,4,DZ,1118,01,,Metarfa,full,28.59782100,-0.15870100,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101769,01021,4,DZ,1118,01,,Ouled Ahmed Tammi,full,27.97661600,-0.20396000,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101770,01022,4,DZ,1118,01,,Bouda,full,27.97792300,-0.45334200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101771,01023,4,DZ,1118,01,,Aougrout,full,28.74999900,0.24124500,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101772,01024,4,DZ,1118,01,,Talmine,full,27.97661600,-0.20396000,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101773,01025,4,DZ,1118,01,,Bordj Badji Mokhtar,full,22.96761500,-3.94642200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101774,01026,4,DZ,1118,01,,Sbaa,full,28.21123700,-0.18625300,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101775,01027,4,DZ,1118,01,,Ouled Aissa,full,29.42015900,-0.10454200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101776,01028,4,DZ,1118,01,,Timiaouine,full,20.92590000,0.79586400,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101777,02001,4,DZ,1105,02,,Chlef,full,36.16910400,1.28386000,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101778,02002,4,DZ,1105,02,,Tenes,full,36.50832400,1.24265400,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101779,02003,4,DZ,1105,02,,Benairia,full,36.38497300,1.31505200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101780,02004,4,DZ,1105,02,,El Karimia,full,36.07740900,1.51124000,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101781,02005,4,DZ,1105,02,,Tadjna,full,36.32408000,1.13039000,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101782,02006,4,DZ,1105,02,,Taougrite,full,36.24608800,0.89934400,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101783,02007,4,DZ,1105,02,,Beni Haoua,full,36.49382400,1.51988700,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101784,02008,4,DZ,1105,02,,Sobha,full,36.10847800,1.10170100,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101785,02009,4,DZ,1105,02,,Harchoun,full,36.11847900,1.41871400,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101786,02010,4,DZ,1105,02,,Ouled Fares,full,36.23021300,1.09514600,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101787,02011,4,DZ,1105,02,,Sidi Akacha,full,36.43578000,1.25548600,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101788,02012,4,DZ,1105,02,,Boukadir,full,36.06179500,1.10833200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101789,02013,4,DZ,1105,02,,Beni Rached,full,36.29301400,1.46113600,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101790,02014,4,DZ,1105,02,,Talassa,full,36.42663400,1.07906300,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101791,02015,4,DZ,1105,02,,Herenfa,full,36.24385700,1.04404400,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101792,02016,4,DZ,1105,02,,Oued Goussine,full,36.49497200,1.39285800,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101793,02017,4,DZ,1105,02,,Dahra,full,36.25514000,0.84320100,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101794,02018,4,DZ,1105,02,,Ouled Abbes,full,36.21395300,1.45783400,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101795,02019,4,DZ,1105,02,,Sendjas,full,36.03968300,1.27135700,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101796,02020,4,DZ,1105,02,,Zeboudja,full,36.39108000,1.39077700,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101797,02021,4,DZ,1105,02,,Oued Sly,full,36.08065400,1.14433500,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101798,02022,4,DZ,1105,02,,Abou El Hassen,full,36.40787500,1.11845700,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101799,02023,4,DZ,1105,02,,El Marsa,full,36.25999500,0.72251200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101800,02024,4,DZ,1105,02,,Chettia,full,36.17827400,1.17913900,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101801,02025,4,DZ,1105,02,,Sidi Abderrahmane,full,36.42367100,1.04923000,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101802,02026,4,DZ,1105,02,,Moussadek,full,36.35213300,1.00043200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101803,02027,4,DZ,1105,02,,El Hadjadj,full,35.69083400,1.53896700,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101804,02028,4,DZ,1105,02,,Labiod Medjadja,full,36.26828000,1.33256200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101805,02029,4,DZ,1105,02,,Oued Fodda,full,36.19951100,1.46727300,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101806,02030,4,DZ,1105,02,,Ouled Ben Abdelkader,full,35.96703700,1.19204900,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101807,02031,4,DZ,1105,02,,Bouzghaia,full,36.36043300,1.18716500,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101808,02032,4,DZ,1105,02,,Ain Merane,full,36.16256400,0.96510200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101809,02033,4,DZ,1105,02,,Oum Drou,full,36.20348700,1.34608000,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101810,02034,4,DZ,1105,02,,Breira,full,36.44762300,1.52211900,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101811,02035,4,DZ,1105,02,,Beni Bouateb,full,35.98958400,1.55894000,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101812,03001,4,DZ,1138,03,,Laghouat,full,33.79395200,2.83685000,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101813,03002,4,DZ,1138,03,,Ksar El Hirane,full,33.78554800,3.11936600,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101814,03003,4,DZ,1138,03,,Benacer Ben Chohra,full,33.75229100,2.99391400,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101815,03004,4,DZ,1138,03,,Sidi Makhlouf,full,34.12762400,3.00602600,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101816,03005,4,DZ,1138,03,,Hassi Delaa,full,33.41543000,3.54103100,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101817,03006,4,DZ,1138,03,,Hassi R'Mel,full,32.94129600,3.24431400,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101818,03007,4,DZ,1138,03,,Ain Mahdi,full,33.79551800,2.29249500,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101819,03008,4,DZ,1138,03,,Tadjmout,full,33.83762400,2.52347100,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101820,03009,4,DZ,1138,03,,El Kheneg,full,33.74411100,2.78417600,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101821,03010,4,DZ,1138,03,,Gueltat Sidi Saad,full,34.29835100,1.93234900,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101822,03011,4,DZ,1138,03,,Ain Sidi Ali,full,34.16666600,1.54124500,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101823,03012,4,DZ,1138,03,,Beidha,full,33.78737400,2.88291200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101824,03013,4,DZ,1138,03,,Brida,full,33.94959200,1.74654700,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101825,03014,4,DZ,1138,03,,El Ghicha,full,33.92977200,2.13963000,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101826,03015,4,DZ,1138,03,,Hadj Mechri,full,33.95728400,1.59086100,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101827,03016,4,DZ,1138,03,,Sebgag,full,34.02853800,1.92934600,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101828,03017,4,DZ,1138,03,,Taouiala,full,33.87155900,1.85308500,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101829,03018,4,DZ,1138,03,,Tadjrouna,full,33.50363100,2.09246200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101830,03019,4,DZ,1138,03,,Aflou,full,34.11211600,2.08351700,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101831,03020,4,DZ,1138,03,,El Assafia,full,33.82697200,2.98162900,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101832,03021,4,DZ,1138,03,,Oued Morra,full,34.16666600,2.30791200,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101833,03022,4,DZ,1138,03,,Oued M'Zi,full,33.94104300,2.42311300,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101834,03023,4,DZ,1138,03,,El Haouaita,full,37.05057600,10.99048600,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101835,03024,4,DZ,1138,03,,Sidi Bouzid,full,35.03638800,9.45952800,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
101836,04001,4,DZ,1136,04,,Oum El Bouaghi,full,35.87259600,7.08300500,algerie-poste-via-badre429,,2026-04-28T06:49:00,2026-04-28T06:49:00,1
