id,code,country_id,country_code,state_id,state_code,city_id,locality_name,type,latitude,longitude,source,wikiDataId,created_at,updated_at,flag
816729,1011,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816730,1012,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816731,1013,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816732,1014,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816733,1015,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816734,1016,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816735,1017,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816736,1018,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816737,1019,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816738,1021,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816739,1022,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816740,1023,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816741,1024,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816742,1025,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816743,1026,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816744,1027,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816745,1028,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816746,1031,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816747,1032,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816748,1033,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816749,1034,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816750,1035,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816751,1036,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816752,1037,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816753,1041,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816754,1042,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816755,1043,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816756,1044,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816757,1045,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816758,1046,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816759,1047,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816760,1051,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816761,1052,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816762,1053,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816763,1054,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816764,1055,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816765,1056,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816766,1057,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816767,1058,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816768,1059,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
816769,1060,156,NL,2612,NH,,Amsterdam,area,,,bag-via-mevdschee,,2026-05-24T12:02:11,2026-05-24T12:02:11,1
